"Section","Variable","Source","Model","ScalarName","AnalysisType","Region","ScalarType","Units","Data","Weight"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_norman_nocomp","RMSE Score","MeanState","global","score","1","0.583587","15.0"
"_build","HydrologyCycle","LatentHeat","RTM_ens36_case_0","Benchmark Period Mean (intersection)","MeanState","global","scalar","watt/m2","48.8498","15.0"
"_build","HydrologyCycle","LatentHeat","RTM_ens36_case_0","Benchmark Period Mean (complement)","MeanState","global","scalar","watt/m2","65.049","15.0"
"_build","HydrologyCycle","LatentHeat","RTM_ens36_case_0","Period Mean (original grids)","MeanState","global","scalar","watt/m2","26.4952","15.0"
"_build","HydrologyCycle","LatentHeat","RTM_ens36_case_0","Model Period Mean (intersection)","MeanState","global","scalar","watt/m2","31.0351","15.0"
"_build","HydrologyCycle","LatentHeat","RTM_ens36_case_0","Model Period Mean (complement)","MeanState","global","scalar","watt/m2","15.6881","15.0"
"_build","HydrologyCycle","LatentHeat","RTM_ens36_case_0","Spatial Distribution Score","MeanState","global","score","1","0.906259","15.0"
"_build","HydrologyCycle","LatentHeat","RTM_ens36_case_0","Phase Shift","MeanState","global","scalar","months","0.911001","15.0"
"_build","HydrologyCycle","LatentHeat","RTM_ens36_case_0","Seasonal Cycle Score","MeanState","global","score","1","0.852491","15.0"
"_build","HydrologyCycle","LatentHeat","RTM_ens36_case_0","Bias","MeanState","global","scalar","watt/m2","-17.1177","15.0"
"_build","HydrologyCycle","LatentHeat","RTM_ens36_case_0","Bias Score","MeanState","global","score","1","0.414392","15.0"
"_build","HydrologyCycle","LatentHeat","RTM_ens36_case_0","RMSE","MeanState","global","scalar","watt/m2","22.5638","15.0"
"_build","HydrologyCycle","LatentHeat","RTM_ens36_case_0","RMSE Score","MeanState","global","score","1","0.572314","15.0"
"_build","HydrologyCycle","LatentHeat","RTM_ens36_case_0","Overall Score","MeanState","global","score","1","0.663554","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_2s_nocomp","Benchmark Period Mean (intersection)","MeanState","global","scalar","watt/m2","48.7969","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_2s_nocomp","Benchmark Period Mean (complement)","MeanState","global","scalar","watt/m2","64.9438","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_2s_nocomp","Period Mean (original grids)","MeanState","global","scalar","watt/m2","30.0189","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_2s_nocomp","Model Period Mean (intersection)","MeanState","global","scalar","watt/m2","35.3642","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_2s_nocomp","Model Period Mean (complement)","MeanState","global","scalar","watt/m2","17.2941","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_2s_nocomp","Spatial Distribution Score","MeanState","global","score","1","0.94262","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_2s_nocomp","Phase Shift","MeanState","global","scalar","months","1.02807","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_2s_nocomp","Seasonal Cycle Score","MeanState","global","score","1","0.816893","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_2s_nocomp","Bias","MeanState","global","scalar","watt/m2","-12.7336","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_2s_nocomp","Bias Score","MeanState","global","score","1","0.494632","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_2s_nocomp","RMSE","MeanState","global","scalar","watt/m2","19.2657","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_2s_nocomp","RMSE Score","MeanState","global","score","1","0.582808","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_2s_nocomp","Overall Score","MeanState","global","score","1","0.683952","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_norman_nocomp","Benchmark Period Mean (intersection)","MeanState","global","scalar","watt/m2","48.7969","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_norman_nocomp","Benchmark Period Mean (complement)","MeanState","global","scalar","watt/m2","64.9438","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_norman_nocomp","Period Mean (original grids)","MeanState","global","scalar","watt/m2","29.7936","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_norman_nocomp","Model Period Mean (intersection)","MeanState","global","scalar","watt/m2","35.0978","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_norman_nocomp","Model Period Mean (complement)","MeanState","global","scalar","watt/m2","17.167","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_norman_nocomp","Spatial Distribution Score","MeanState","global","score","1","0.938436","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_norman_nocomp","Phase Shift","MeanState","global","scalar","months","1.03268","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_norman_nocomp","Seasonal Cycle Score","MeanState","global","score","1","0.813511","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_norman_nocomp","Bias","MeanState","global","scalar","watt/m2","-13.0138","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_norman_nocomp","Bias Score","MeanState","global","score","1","0.489379","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_norman_nocomp","RMSE","MeanState","global","scalar","watt/m2","19.4955","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_norman_nocomp","RMSE Score","MeanState","global","score","1","0.583587","15.0"
"_build","HydrologyCycle","LatentHeat","ctsm51fates_derecho_norman_nocomp","Overall Score","MeanState","global","score","1","0.6817","15.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Benchmark Period Mean (intersection)","MeanState","global","scalar","W/m^2","38.7231","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Benchmark Period Mean (complement)","MeanState","global","scalar","W/m^2","43.2715","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Period Mean (original grids)","MeanState","global","scalar","W/m^2","26.3844","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Model Period Mean (intersection)","MeanState","global","scalar","W/m^2","31.32","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Model Period Mean (complement)","MeanState","global","scalar","W/m^2","8.93248","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Spatial Distribution Score","MeanState","global","score","1","0.922934","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Phase Shift","MeanState","global","scalar","months","0.943954","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Seasonal Cycle Score","MeanState","global","score","1","0.890475","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Bias","MeanState","global","scalar","W/m^2","-6.68039","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Bias Score","MeanState","global","score","1","0.572663","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","RMSE","MeanState","global","scalar","W/m^2","15.1115","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","RMSE Score","MeanState","global","score","1","0.601212","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Overall Score","MeanState","global","score","1","0.717699","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Benchmark Period Mean (intersection)","MeanState","global","scalar","W/m^2","38.7231","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Benchmark Period Mean (complement)","MeanState","global","scalar","W/m^2","43.2715","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Period Mean (original grids)","MeanState","global","scalar","W/m^2","29.865","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Model Period Mean (intersection)","MeanState","global","scalar","W/m^2","35.0011","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Model Period Mean (complement)","MeanState","global","scalar","W/m^2","11.7052","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Spatial Distribution Score","MeanState","global","score","1","0.938138","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Phase Shift","MeanState","global","scalar","months","1.00255","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Seasonal Cycle Score","MeanState","global","score","1","0.881225","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Bias","MeanState","global","scalar","W/m^2","-2.88558","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Bias Score","MeanState","global","score","1","0.637895","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","RMSE","MeanState","global","scalar","W/m^2","14.8678","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","RMSE Score","MeanState","global","score","1","0.555278","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Overall Score","MeanState","global","score","1","0.713563","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Benchmark Period Mean (intersection)","MeanState","global","scalar","W/m^2","38.7231","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Benchmark Period Mean (complement)","MeanState","global","scalar","W/m^2","43.2715","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Period Mean (original grids)","MeanState","global","scalar","W/m^2","29.6006","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Model Period Mean (intersection)","MeanState","global","scalar","W/m^2","34.8531","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Model Period Mean (complement)","MeanState","global","scalar","W/m^2","11.0288","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Spatial Distribution Score","MeanState","global","score","1","0.940339","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Phase Shift","MeanState","global","scalar","months","0.885794","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Seasonal Cycle Score","MeanState","global","score","1","0.898099","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Bias","MeanState","global","scalar","W/m^2","-3.12364","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Bias Score","MeanState","global","score","1","0.626215","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","RMSE","MeanState","global","scalar","W/m^2","13.8101","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","RMSE Score","MeanState","global","score","1","0.600236","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Overall Score","MeanState","global","score","1","0.733025","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Benchmark Period Mean (intersection)","MeanState","global","scalar","W/m^2","38.7231","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Benchmark Period Mean (complement)","MeanState","global","scalar","W/m^2","43.2715","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Period Mean (original grids)","MeanState","global","scalar","W/m^2","27.9006","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Model Period Mean (intersection)","MeanState","global","scalar","W/m^2","32.8605","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Model Period Mean (complement)","MeanState","global","scalar","W/m^2","10.3627","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Spatial Distribution Score","MeanState","global","score","1","0.93925","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Phase Shift","MeanState","global","scalar","months","1.01058","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Seasonal Cycle Score","MeanState","global","score","1","0.881885","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Bias","MeanState","global","scalar","W/m^2","-5.05178","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Bias Score","MeanState","global","score","1","0.615509","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","RMSE","MeanState","global","scalar","W/m^2","15.3631","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","RMSE Score","MeanState","global","score","1","0.555337","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Overall Score","MeanState","global","score","1","0.709464","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Benchmark Period Mean (intersection)","MeanState","global","scalar","watt/m2","40.6109","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Benchmark Period Mean (complement)","MeanState","global","scalar","watt/m2","39.615","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Period Mean (original grids)","MeanState","global","scalar","watt/m2","26.142","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Model Period Mean (intersection)","MeanState","global","scalar","watt/m2","30.1989","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Model Period Mean (complement)","MeanState","global","scalar","watt/m2","16.5085","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Spatial Distribution Score","MeanState","global","score","1","0.930073","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Phase Shift","MeanState","global","scalar","months","0.910267","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Seasonal Cycle Score","MeanState","global","score","1","0.901561","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Bias","MeanState","global","scalar","watt/m2","-9.79252","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Bias Score","MeanState","global","score","1","0.529465","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","RMSE","MeanState","global","scalar","watt/m2","18.0593","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","RMSE Score","MeanState","global","score","1","0.593643","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_sp","Overall Score","MeanState","global","score","1","0.709677","6.0"
"_build","HydrologyCycle","SensibleHeat","RTM_ens36_case_0","Benchmark Period Mean (intersection)","MeanState","global","scalar","watt/m2","40.801","6.0"
"_build","HydrologyCycle","SensibleHeat","RTM_ens36_case_0","Benchmark Period Mean (complement)","MeanState","global","scalar","watt/m2","39.9599","6.0"
"_build","HydrologyCycle","SensibleHeat","RTM_ens36_case_0","Period Mean (original grids)","MeanState","global","scalar","watt/m2","34.3326","6.0"
"_build","HydrologyCycle","SensibleHeat","RTM_ens36_case_0","Model Period Mean (intersection)","MeanState","global","scalar","watt/m2","40.0521","6.0"
"_build","HydrologyCycle","SensibleHeat","RTM_ens36_case_0","Model Period Mean (complement)","MeanState","global","scalar","watt/m2","20.7413","6.0"
"_build","HydrologyCycle","SensibleHeat","RTM_ens36_case_0","Spatial Distribution Score","MeanState","global","score","1","0.903131","6.0"
"_build","HydrologyCycle","SensibleHeat","RTM_ens36_case_0","Phase Shift","MeanState","global","scalar","months","1.01022","6.0"
"_build","HydrologyCycle","SensibleHeat","RTM_ens36_case_0","Seasonal Cycle Score","MeanState","global","score","1","0.887373","6.0"
"_build","HydrologyCycle","SensibleHeat","RTM_ens36_case_0","Bias","MeanState","global","scalar","watt/m2","0.108861","6.0"
"_build","HydrologyCycle","SensibleHeat","RTM_ens36_case_0","Bias Score","MeanState","global","score","1","0.622411","6.0"
"_build","HydrologyCycle","SensibleHeat","RTM_ens36_case_0","RMSE","MeanState","global","scalar","watt/m2","17.0794","6.0"
"_build","HydrologyCycle","SensibleHeat","RTM_ens36_case_0","RMSE Score","MeanState","global","score","1","0.54691","6.0"
"_build","HydrologyCycle","SensibleHeat","RTM_ens36_case_0","Overall Score","MeanState","global","score","1","0.701347","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Benchmark Period Mean (intersection)","MeanState","global","scalar","watt/m2","40.6109","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Benchmark Period Mean (complement)","MeanState","global","scalar","watt/m2","39.615","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Period Mean (original grids)","MeanState","global","scalar","watt/m2","31.0387","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Model Period Mean (intersection)","MeanState","global","scalar","watt/m2","36.0106","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Model Period Mean (complement)","MeanState","global","scalar","watt/m2","19.2265","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Spatial Distribution Score","MeanState","global","score","1","0.946465","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Phase Shift","MeanState","global","scalar","months","0.94088","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Seasonal Cycle Score","MeanState","global","score","1","0.898034","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Bias","MeanState","global","scalar","watt/m2","-3.79437","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Bias Score","MeanState","global","score","1","0.629633","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","RMSE","MeanState","global","scalar","watt/m2","16.0432","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","RMSE Score","MeanState","global","score","1","0.570922","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_nocomp","Overall Score","MeanState","global","score","1","0.723195","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Benchmark Period Mean (intersection)","MeanState","global","scalar","watt/m2","40.6109","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Benchmark Period Mean (complement)","MeanState","global","scalar","watt/m2","39.615","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Period Mean (original grids)","MeanState","global","scalar","watt/m2","29.3698","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Model Period Mean (intersection)","MeanState","global","scalar","watt/m2","34.1487","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Model Period Mean (complement)","MeanState","global","scalar","watt/m2","18.0175","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Spatial Distribution Score","MeanState","global","score","1","0.948924","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Phase Shift","MeanState","global","scalar","months","0.861183","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Seasonal Cycle Score","MeanState","global","score","1","0.90921","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Bias","MeanState","global","scalar","watt/m2","-5.82791","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Bias Score","MeanState","global","score","1","0.593445","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","RMSE","MeanState","global","scalar","watt/m2","15.6934","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","RMSE Score","MeanState","global","score","1","0.601285","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_2s_sp","Overall Score","MeanState","global","score","1","0.73083","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Benchmark Period Mean (intersection)","MeanState","global","scalar","watt/m2","40.6109","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Benchmark Period Mean (complement)","MeanState","global","scalar","watt/m2","39.615","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Period Mean (original grids)","MeanState","global","scalar","watt/m2","29.6423","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Model Period Mean (intersection)","MeanState","global","scalar","watt/m2","34.3404","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Model Period Mean (complement)","MeanState","global","scalar","watt/m2","18.4817","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Spatial Distribution Score","MeanState","global","score","1","0.951176","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Phase Shift","MeanState","global","scalar","months","0.991895","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Seasonal Cycle Score","MeanState","global","score","1","0.888305","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Bias","MeanState","global","scalar","watt/m2","-5.49357","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Bias Score","MeanState","global","score","1","0.611511","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","RMSE","MeanState","global","scalar","watt/m2","16.464","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","RMSE Score","MeanState","global","score","1","0.569128","6.0"
"_build","HydrologyCycle","SensibleHeat","ctsm51fates_derecho_norman_nocomp","Overall Score","MeanState","global","score","1","0.717849","6.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","Benchmark Period Mean (intersection)","MeanState","global","scalar","mm d-1","1.35677","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","Benchmark Period Mean (complement)","MeanState","global","scalar","mm d-1","2.67322","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","Period Mean (original grids)","MeanState","global","scalar","mm d-1","1.17034","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","Model Period Mean (intersection)","MeanState","global","scalar","mm d-1","1.12445","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","Model Period Mean (complement)","MeanState","global","scalar","mm d-1","1.55388","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","Spatial Distribution Score","MeanState","global","score","1","0.943019","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","Phase Shift","MeanState","global","scalar","months","1.02582","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","Seasonal Cycle Score","MeanState","global","score","1","0.795164","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","Bias","MeanState","global","scalar","mm d-1","-0.202125","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","Bias Score","MeanState","global","score","1","0.544134","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","RMSE","MeanState","global","scalar","mm d-1","0.501052","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","RMSE Score","MeanState","global","score","1","0.619072","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_nocomp","Benchmark Period Mean (intersection)","MeanState","global","scalar","mm d-1","1.55493","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_nocomp","Benchmark Period Mean (complement)","MeanState","global","scalar","mm d-1","2.22002","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_nocomp","Period Mean (original grids)","MeanState","global","scalar","mm d-1","1.0376","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_nocomp","Model Period Mean (intersection)","MeanState","global","scalar","mm d-1","1.25877","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_nocomp","Model Period Mean (complement)","MeanState","global","scalar","mm d-1","0.581147","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_nocomp","Spatial Distribution Score","MeanState","global","score","1","0.895903","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_nocomp","Phase Shift","MeanState","global","scalar","months","1.46266","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_nocomp","Seasonal Cycle Score","MeanState","global","score","1","0.762888","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_nocomp","Bias","MeanState","global","scalar","mm d-1","-0.267139","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_nocomp","Bias Score","MeanState","global","score","1","0.437937","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_nocomp","RMSE","MeanState","global","scalar","mm d-1","0.773485","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_nocomp","RMSE Score","MeanState","global","score","1","0.529629","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_nocomp","Overall Score","MeanState","global","score","1","0.631197","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","Benchmark Period Mean (intersection)","MeanState","global","scalar","mm d-1","1.55493","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","Benchmark Period Mean (complement)","MeanState","global","scalar","mm d-1","2.22002","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","Period Mean (original grids)","MeanState","global","scalar","mm d-1","1.17034","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","Model Period Mean (intersection)","MeanState","global","scalar","mm d-1","1.42501","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","Model Period Mean (complement)","MeanState","global","scalar","mm d-1","0.644709","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","Spatial Distribution Score","MeanState","global","score","1","0.961268","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","Phase Shift","MeanState","global","scalar","months","1.3117","75.0"
"_build","HydrologyCycle","Evapotranspiration","ctsm51fates_derecho_2s_sp","Seasonal Cycle Score","MeanState","global","score","1","0.791734","75.0"
